Order ID,Product,Quantity Ordered,Price Each,Order,,Time,Purchase Address,,,,,Date
142486,USB-C Charging Cable,1,11.95,01-03-2019,,11:59:00,"324 Wilson St, San Francisco, CA 94016",,,,,01/03/19
144329,27in FHD Monitor,1,149.99,01-03-2019,,12:07:00,"731 Lake St, San Francisco, CA 94016",,,,,01/03/19
149263,Google Phone,1,600,01-03-2019,,12:17:00,"731 Lake St, San Francisco, CA 94016",,,,,01/03/19
149263,USB-C Charging Cable,1,11.95,01-03-2019,,12:17:00,"770 5th St, San Francisco, CA 94016",,,,,01/03/19
145678,AAA Batteries (4-pack),1,2.99,01-03-2019,,12:20:00,"770 5th St, San Francisco, CA 94016",,,,,01/03/19
142291,27in 4K Gaming Monitor,1,389.99,01-03-2019,,12:21:00,"456 Meadow St, Los Angeles, CA 90001",,,,,01/03/19
146742,AA Batteries (4-pack),1,3.84,01-03-2019,,12:25:00,"11 14th St, New York City, NY 10001",,,,,01/03/19
142667,USB-C Charging Cable,1,11.95,01-03-2019,,12:30:00,"374 8th St, Seattle, WA 98101",,,,,01/03/19
149877,USB-C Charging Cable,1,11.95,01-03-2019,,12:35:00,"489 12th St, Boston, MA 02215",,,,,01/03/19
146840,USB-C Charging Cable,1,11.95,01-03-2019,,12:36:00,"551 Ridge St, Portland, OR 97035",,,,,01/03/19
145361,AA Batteries (4-pack),2,3.84,01-03-2019,,12:37:00,"112 Maple St, Atlanta, GA 30301",,,,,01/03/19
144633,AA Batteries (4-pack),1,3.84,01-03-2019,,12:38:00,"349 Wilson St, San Francisco, CA 94016",,,,,01/03/19
148541,AAA Batteries (4-pack),1,2.99,01-03-2019,,12:39:00,"340 Washington St, Seattle, WA 98101",,,,,01/03/19
146791,Macbook Pro Laptop,1,1700,01-03-2019,,12:45:00,"5 Jefferson St, Dallas, TX 75001",,,,,01/03/19
142573,27in FHD Monitor,1,149.99,01-03-2019,,12:48:00,"229 Hickory St, San Francisco, CA 94016",,,,,01/03/19
143796,Apple Airpods Headphones,1,150,01-03-2019,,12:48:00,"24 Lakeview St, Atlanta, GA 30301",,,,,01/03/19
149264,AAA Batteries (4-pack),1,2.99,01-03-2019,,12:50:00,"895 Cedar St, San Francisco, CA 94016",,,,,01/03/19
142007,27in FHD Monitor,1,149.99,01-03-2019,,12:54:00,"548 9th St, Boston, MA 02215",,,,,01/03/19
141854,20in Monitor,1,109.99,01-03-2019,,12:55:00,"512 Hickory St, Los Angeles, CA 90001",,,,,01/03/19
148846,Wired Headphones,1,11.99,01-03-2019,,12:55:00,"915 Hill St, Boston, MA 02215",,,,,01/03/19
146906,AAA Batteries (4-pack),1,2.99,01-03-2019,,13:01:00,"227 Wilson St, Dallas, TX 75001",,,,,01/03/19
143239,USB-C Charging Cable,1,11.95,01-03-2019,,13:02:00,"277 Washington St, Dallas, TX 75001",,,,,01/03/19
143183,Lightning Charging Cable,2,14.95,01-03-2019,,13:10:00,"303 10th St, Boston, MA 02215",,,,,01/03/19
146675,Apple Airpods Headphones,1,150,01-03-2019,,13:12:00,"303 10th St, Boston, MA 02215",,,,,01/03/19
146852,AAA Batteries (4-pack),1,2.99,01-03-2019,,13:12:00,"819 Jefferson St, Atlanta, GA 30301",,,,,01/03/19
145849,Apple Airpods Headphones,1,150,01-03-2019,,13:14:00,"397 Meadow St, Los Angeles, CA 90001",,,,,01/03/19
148684,27in 4K Gaming Monitor,1,389.99,01-03-2019,,13:14:00,"397 Meadow St, Los Angeles, CA 90001",,,,,01/03/19
142707,27in 4K Gaming Monitor,1,389.99,01-03-2019,,13:31:00,"772 Madison St, Portland, ME 04101",,,,,01/03/19
145727,Lightning Charging Cable,1,14.95,01-03-2019,,13:31:00,"127 North St, Los Angeles, CA 90001",,,,,01/03/19
150348,AAA Batteries (4-pack),1,2.99,01-03-2019,,13:33:00,"136 11th St, Boston, MA 02215",,,,,01/03/19
147954,Apple Airpods Headphones,1,150,01-03-2019,,13:37:00,"136 11th St, Boston, MA 02215",,,,,01/03/19
144376,Lightning Charging Cable,1,14.95,01-03-2019,,13:40:00,"219 Elm St, New York City, NY 10001",,,,,01/03/19
149839,27in FHD Monitor,1,149.99,01-03-2019,,13:40:00,"52 Main St, San Francisco, CA 94016",,,,,01/03/19
150268,Wired Headphones,1,11.99,01-03-2019,,13:49:00,"52 Main St, San Francisco, CA 94016",,,,,01/03/19
150326,Apple Airpods Headphones,1,150,01-03-2019,,13:49:00,"612 Elm St, Atlanta, GA 30301",,,,,01/03/19
145652,Google Phone,1,600,01-03-2019,,13:56:00,"115 Main St, Los Angeles, CA 90001",,,,,01/03/19
148539,Lightning Charging Cable,2,14.95,01-03-2019,,13:58:00,"879 5th St, Boston, MA 02215",,,,,01/03/19
147483,AAA Batteries (4-pack),1,2.99,01-03-2019,,14:07:00,"365 Forest St, San Francisco, CA 94016",,,,,01/03/19
149246,AAA Batteries (4-pack),1,2.99,01-03-2019,,14:08:00,"353 Sunset St, Los Angeles, CA 90001",,,,,01/03/19
148828,USB-C Charging Cable,1,11.95,01-03-2019,,14:15:00,"181 Park St, Seattle, WA 98101",,,,,01/03/19
148195,27in 4K Gaming Monitor,1,389.99,01-03-2019,,14:29:00,"761 South St, Portland, ME 04101",,,,,01/03/19
149901,Bose SoundSport Headphones,1,99.99,01-03-2019,,14:34:00,"294 Walnut St, San Francisco, CA 94016",,,,,01/03/19
145887,AAA Batteries (4-pack),1,2.99,01-03-2019,,14:50:00,"859 12th St, San Francisco, CA 94016",,,,,01/03/19
143681,AA Batteries (4-pack),3,3.84,01-03-2019,,14:54:00,"624 Highland St, Atlanta, GA 30301",,,,,01/03/19
149180,USB-C Charging Cable,1,11.95,01-03-2019,,14:55:00,"350 South St, Portland, OR 97035",,,,,01/03/19
147361,AAA Batteries (4-pack),1,2.99,01-03-2019,,14:56:00,"451 11th St, Atlanta, GA 30301",,,,,01/03/19
150040,Bose SoundSport Headphones,1,99.99,01-03-2019,,15:23:00,"971 Center St, New York City, NY 10001",,,,,01/03/19
145829,Lightning Charging Cable,1,14.95,01-03-2019,,15:26:00,"516 Pine St, San Francisco, CA 94016",,,,,01/03/19
150064,Apple Airpods Headphones,1,150,01-03-2019,,15:27:00,"917 Adams St, San Francisco, CA 94016",,,,,01/03/19
144153,Apple Airpods Headphones,1,150,01-03-2019,,15:29:00,"833 11th St, Portland, OR 97035",,,,,01/03/19
146512,USB-C Charging Cable,1,11.95,01-03-2019,,15:29:00,"756 Spruce St, New York City, NY 10001",,,,,01/03/19
148334,Google Phone,1,600,01-03-2019,,15:30:00,"581 14th St, Atlanta, GA 30301",,,,,01/03/19
149065,Apple Airpods Headphones,1,150,01-03-2019,,15:33:00,"614 Wilson St, Boston, MA 02215",,,,,01/03/19
146646,AAA Batteries (4-pack),1,2.99,01-03-2019,,15:49:00,"882 Hickory St, Los Angeles, CA 90001",,,,,01/03/19
144037,iPhone,1,700,01-03-2019,,15:50:00,"422 Jackson St, Seattle, WA 98101",,,,,01/03/19
144745,USB-C Charging Cable,1,11.95,01-03-2019,,15:54:00,"422 Jackson St, Seattle, WA 98101",,,,,01/03/19
145153,Wired Headphones,1,11.99,01-03-2019,,15:57:00,"665 Church St, Dallas, TX 75001",,,,,01/03/19
142211,Wired Headphones,1,11.99,01-03-2019,,16:01:00,"152 South St, Austin, TX 73301",,,,,01/03/19
142220,Flatscreen TV,1,300,01-03-2019,,16:03:00,"113 Center St, San Francisco, CA 94016",,,,,01/03/19
146757,34in Ultrawide Monitor,1,379.99,01-03-2019,,16:03:00,"191 Pine St, Portland, OR 97035",,,,,01/03/19
143577,Lightning Charging Cable,1,14.95,01-03-2019,,16:04:00,"561 Madison St, San Francisco, CA 94016",,,,,01/03/19
145016,iPhone,1,700,01-03-2019,,16:10:00,"423 Church St, New York City, NY 10001",,,,,01/03/19
144093,AAA Batteries (4-pack),1,2.99,01-03-2019,,16:25:00,,,,,,01/03/19
149997,LG Washing Machine,1,600,01-03-2019,,16:25:00,"957 Cherry St, Atlanta, GA 30301",,,,,01/03/19
147269,AAA Batteries (4-pack),3,2.99,01-03-2019,,16:27:00,"566 Walnut St, Portland, ME 04101",,,,,01/03/19
143273,USB-C Charging Cable,1,11.95,01-03-2019,,16:36:00,"264 Pine St, San Francisco, CA 94016",,,,,01/03/19
145936,Bose SoundSport Headphones,1,99.99,01-03-2019,,16:38:00,"334 9th St, San Francisco, CA 94016",,,,,01/03/19
145371,AAA Batteries (4-pack),1,2.99,01-03-2019,,16:39:00,"473 Johnson St, San Francisco, CA 94016",,,,,01/03/19
148865,AA Batteries (4-pack),1,3.84,01-03-2019,,16:46:00,"713 Jackson St, Los Angeles, CA 90001",,,,,01/03/19
142327,AA Batteries (4-pack),1,3.84,01-03-2019,,16:48:00,"577 4th St, Boston, MA 02215",,,,,01/03/19
143050,AAA Batteries (4-pack),1,2.99,01-03-2019,,16:49:00,"419 North St, Seattle, WA 98101",,,,,01/03/19
145084,Bose SoundSport Headphones,1,99.99,01-03-2019,,16:49:00,"160 Church St, San Francisco, CA 94016",,,,,01/03/19
146444,AA Batteries (4-pack),1,3.84,01-03-2019,,16:49:00,"411 11th St, San Francisco, CA 94016",,,,,01/03/19
141648,Google Phone,1,600,01-03-2019,,16:55:00,"511 2nd St, Portland, OR 97035",,,,,01/03/19
142543,Wired Headphones,1,11.99,01-03-2019,,17:20:00,"511 2nd St, Portland, OR 97035",,,,,01/03/19
150490,Lightning Charging Cable,1,14.95,01-03-2019,,17:20:00,"345 Walnut St, San Francisco, CA 94016",,,,,01/03/19
143252,Lightning Charging Cable,1,14.95,01-03-2019,,17:27:00,"707 Ridge St, San Francisco, CA 94016",,,,,01/03/19
142516,34in Ultrawide Monitor,1,379.99,01-03-2019,,17:34:00,"662 10th St, Boston, MA 02215",,,,,01/03/19
144518,Google Phone,1,600,01-03-2019,,17:41:00,"332 River St, Boston, MA 02215",,,,,01/03/19
144518,USB-C Charging Cable,1,11.95,01-03-2019,,17:41:00,"205 1st St, Los Angeles, CA 90001",,,,,01/03/19
142845,34in Ultrawide Monitor,1,379.99,01-03-2019,,17:53:00,"294 North St, San Francisco, CA 94016",,,,,01/03/19
142403,AA Batteries (4-pack),1,3.84,01-03-2019,,17:57:00,"879 5th St, San Francisco, CA 94016",,,,,01/03/19
148332,Lightning Charging Cable,1,14.95,01-03-2019,,18:04:00,"378 Jefferson St, New York City, NY 10001",,,,,01/03/19
144521,Flatscreen TV,1,300,01-03-2019,,18:07:00,"811 2nd St, Dallas, TX 75001",,,,,01/03/19
145492,AA Batteries (4-pack),2,3.84,01-03-2019,,18:17:00,"194 River St, Atlanta, GA 30301",,,,,01/03/19
141381,Bose SoundSport Headphones,1,99.99,01-03-2019,,18:22:00,"330 Lincoln St, San Francisco, CA 94016",,,,,01/03/19
148229,Apple Airpods Headphones,1,150,01-03-2019,,18:22:00,"463 11th St, Atlanta, GA 30301",,,,,01/03/19
148023,USB-C Charging Cable,1,11.95,01-03-2019,,18:24:00,"766 Maple St, San Francisco, CA 94016",,,,,01/03/19
147722,AAA Batteries (4-pack),2,2.99,01-03-2019,,18:25:00,"766 Maple St, San Francisco, CA 94016",,,,,01/03/19
143452,Lightning Charging Cable,1,14.95,01-03-2019,,18:27:00,"779 Sunset St, San Francisco, CA 94016",,,,,01/03/19
144732,USB-C Charging Cable,2,11.95,01-03-2019,,18:27:00,"688 9th St, Los Angeles, CA 90001",,,,,01/03/19
149665,USB-C Charging Cable,1,11.95,01-03-2019,,18:28:00,"470 Washington St, San Francisco, CA 94016",,,,,01/03/19
141544,Lightning Charging Cable,1,14.95,01-03-2019,,18:32:00,"941 Sunset St, Portland, ME 04101",,,,,01/03/19
144747,Wired Headphones,1,11.99,01-03-2019,,18:33:00,"48 South St, Los Angeles, CA 90001",,,,,01/03/19
143413,Lightning Charging Cable,1,14.95,01-03-2019,,18:34:00,"431 Cedar St, Los Angeles, CA 90001",,,,,01/03/19
143520,AAA Batteries (4-pack),1,2.99,01-03-2019,,18:35:00,"827 Lincoln St, Los Angeles, CA 90001",,,,,01/03/19
145395,AA Batteries (4-pack),1,3.84,01-03-2019,,18:36:00,"319 Hill St, Seattle, WA 98101",,,,,01/03/19
145783,AA Batteries (4-pack),1,3.84,01-03-2019,,18:39:00,"173 Jackson St, San Francisco, CA 94016",,,,,01/03/19
144700,USB-C Charging Cable,1,11.95,01-03-2019,,18:43:00,"758 Highland St, Los Angeles, CA 90001",,,,,01/03/19
142548,AA Batteries (4-pack),2,3.84,01-03-2019,,18:45:00,"335 North St, San Francisco, CA 94016",,,,,01/03/19
141677,27in FHD Monitor,1,149.99,01-03-2019,,18:50:00,"890 North St, Atlanta, GA 30301",,,,,01/03/19
148834,USB-C Charging Cable,1,11.95,01-03-2019,,18:51:00,"425 Willow St, Atlanta, GA 30301",,,,,01/03/19
143620,Google Phone,1,600,01-03-2019,,18:55:00,"230 North St, Austin, TX 73301",,,,,01/03/19
146573,USB-C Charging Cable,2,11.95,01-03-2019,,18:57:00,"230 North St, Austin, TX 73301",,,,,01/03/19
145044,Lightning Charging Cable,1,14.95,01-03-2019,,18:59:00,"975 Church St, Atlanta, GA 30301",,,,,01/03/19
141832,34in Ultrawide Monitor,1,379.99,01-03-2019,,19:01:00,"549 Cherry St, New York City, NY 10001",,,,,01/03/19
143703,AAA Batteries (4-pack),2,2.99,01-03-2019,,19:01:00,"549 Cherry St, New York City, NY 10001",,,,,01/03/19
149328,34in Ultrawide Monitor,1,379.99,01-03-2019,,19:02:00,"874 Church St, San Francisco, CA 94016",,,,,01/03/19
147439,Vareebadd Phone,1,400,01-03-2019,,19:06:00,"166 5th St, Dallas, TX 75001",,,,,01/03/19
147439,USB-C Charging Cable,1,11.95,01-03-2019,,19:06:00,"461 Hill St, Boston, MA 02215",,,,,01/03/19
147517,AAA Batteries (4-pack),3,2.99,01-03-2019,,19:07:00,"22 Washington St, Seattle, WA 98101",,,,,01/03/19
148838,20in Monitor,1,109.99,01-03-2019,,19:09:00,"510 Madison St, Los Angeles, CA 90001",,,,,01/03/19
141279,Lightning Charging Cable,1,14.95,01-03-2019,,19:10:00,"902 Cherry St, San Francisco, CA 94016",,,,,01/03/19
148170,Wired Headphones,1,11.99,01-03-2019,,19:10:00,"775 14th St, New York City, NY 10001",,,,,01/03/19
149212,Wired Headphones,1,11.99,01-03-2019,,19:10:00,"896 Church St, San Francisco, CA 94016",,,,,01/03/19
143044,USB-C Charging Cable,1,11.95,01-03-2019,,19:19:00,"628 11th St, Portland, OR 97035",,,,,01/03/19
143496,Wired Headphones,2,11.99,01-03-2019,,19:19:00,"628 11th St, Portland, OR 97035",,,,,01/03/19
142618,USB-C Charging Cable,1,11.95,01-03-2019,,19:20:00,"184 Sunset St, Portland, OR 97035",,,,,01/03/19
143694,iPhone,1,700,01-03-2019,,19:20:00,"581 West St, Portland, OR 97035",,,,,01/03/19
143694,Lightning Charging Cable,1,14.95,01-03-2019,,19:20:00,"269 Johnson St, Austin, TX 73301",,,,,01/03/19
143289,AA Batteries (4-pack),2,3.84,01-03-2019,,19:24:00,"731 10th St, San Francisco, CA 94016",,,,,01/03/19
148408,AA Batteries (4-pack),1,3.84,01-03-2019,,19:24:00,"424 South St, Seattle, WA 98101",,,,,01/03/19
146075,Apple Airpods Headphones,1,150,01-03-2019,,19:28:00,"524 Spruce St, San Francisco, CA 94016",,,,,01/03/19
147725,Macbook Pro Laptop,1,1700,01-03-2019,,19:32:00,"781 Lakeview St, Austin, TX 73301",,,,,01/03/19
144600,iPhone,1,700,01-03-2019,,19:42:00,"342 Wilson St, Seattle, WA 98101",,,,,01/03/19
144600,Lightning Charging Cable,1,14.95,01-03-2019,,19:42:00,"42 Madison St, New York City, NY 10001",,,,,01/03/19
147110,iPhone,1,700,01-03-2019,,19:50:00,"621 12th St, Los Angeles, CA 90001",,,,,01/03/19
145840,Apple Airpods Headphones,1,150,01-03-2019,,19:51:00,"486 South St, Los Angeles, CA 90001",,,,,01/03/19
147273,iPhone,1,700,01-03-2019,,19:52:00,"754 13th St, New York City, NY 10001",,,,,01/03/19
141503,27in 4K Gaming Monitor,1,389.99,01-03-2019,,19:54:00,"776 Center St, San Francisco, CA 94016",,,,,01/03/19
141679,34in Ultrawide Monitor,1,379.99,01-03-2019,,19:55:00,"930 Church St, San Francisco, CA 94016",,,,,01/03/19
142019,Lightning Charging Cable,1,14.95,01-03-2019,,19:58:00,"153 Willow St, Dallas, TX 75001",,,,,01/03/19
148674,AAA Batteries (4-pack),1,2.99,01-03-2019,,19:58:00,"710 Cherry St, New York City, NY 10001",,,,,01/03/19
145183,AA Batteries (4-pack),2,3.84,01-03-2019,,19:59:00,"820 West St, San Francisco, CA 94016",,,,,01/03/19
144809,AAA Batteries (4-pack),1,2.99,01-03-2019,,20:00:00,"110 Dogwood St, Seattle, WA 98101",,,,,01/03/19
141269,27in 4K Gaming Monitor,1,389.99,01-03-2019,,20:05:00,"149 Ridge St, Los Angeles, CA 90001",,,,,01/03/19
149229,AAA Batteries (4-pack),1,2.99,01-03-2019,,20:09:00,"469 Elm St, Los Angeles, CA 90001",,,,,01/03/19
143346,27in FHD Monitor,1,149.99,01-03-2019,,20:11:00,"541 Maple St, Los Angeles, CA 90001",,,,,01/03/19
145728,Lightning Charging Cable,2,14.95,01-03-2019,,20:11:00,"356 14th St, Portland, ME 04101",,,,,01/03/19
146591,Apple Airpods Headphones,1,150,01-03-2019,,20:12:00,"131 2nd St, Boston, MA 02215",,,,,01/03/19
145123,34in Ultrawide Monitor,1,379.99,01-03-2019,,20:16:00,"131 2nd St, Boston, MA 02215",,,,,01/03/19
148668,AAA Batteries (4-pack),1,2.99,01-03-2019,,20:18:00,,,,,,01/03/19
143007,34in Ultrawide Monitor,1,379.99,01-03-2019,,20:20:00,"961 Church St, Dallas, TX 75001",,,,,01/03/19
143182,27in FHD Monitor,1,149.99,01-03-2019,,20:21:00,"237 Chestnut St, Portland, OR 97035",,,,,01/03/19
146994,USB-C Charging Cable,1,11.95,01-03-2019,,20:32:00,"643 Elm St, Boston, MA 02215",,,,,01/03/19
145765,LG Dryer,1,600,01-03-2019,,20:35:00,"668 Maple St, San Francisco, CA 94016",,,,,01/03/19
144337,Wired Headphones,1,11.99,01-03-2019,,20:37:00,"927 Johnson St, San Francisco, CA 94016",,,,,01/03/19
150215,Apple Airpods Headphones,1,150,01-03-2019,,20:42:00,"912 9th St, Portland, OR 97035",,,,,01/03/19
144312,27in FHD Monitor,1,149.99,01-03-2019,,20:43:00,"37 Meadow St, Dallas, TX 75001",,,,,01/03/19
146081,iPhone,1,700,01-03-2019,,20:46:00,"183 Park St, Dallas, TX 75001",,,,,01/03/19
141811,AAA Batteries (4-pack),1,2.99,01-03-2019,,20:47:00,"541 13th St, Portland, OR 97035",,,,,01/03/19
141349,Lightning Charging Cable,1,14.95,01-03-2019,,20:51:00,"758 Forest St, San Francisco, CA 94016",,,,,01/03/19
145940,Lightning Charging Cable,1,14.95,01-03-2019,,20:51:00,"396 Hill St, New York City, NY 10001",,,,,01/03/19
143214,AAA Batteries (4-pack),2,2.99,01-03-2019,,20:52:00,"977 Jackson St, Portland, OR 97035",,,,,01/03/19
145760,Bose SoundSport Headphones,1,99.99,01-03-2019,,20:54:00,"442 Washington St, Seattle, WA 98101",,,,,01/03/19
142544,USB-C Charging Cable,1,11.95,01-03-2019,,20:55:00,"577 13th St, Los Angeles, CA 90001",,,,,01/03/19
143750,Wired Headphones,1,11.99,01-03-2019,,21:00:00,"577 13th St, Los Angeles, CA 90001",,,,,01/03/19
144854,Bose SoundSport Headphones,1,99.99,01-03-2019,,21:00:00,"440 Spruce St, Atlanta, GA 30301",,,,,01/03/19
145158,LG Washing Machine,1,600,01-03-2019,,21:05:00,"119 Dogwood St, San Francisco, CA 94016",,,,,01/03/19
150253,Bose SoundSport Headphones,1,99.99,01-03-2019,,21:16:00,"43 Sunset St, Seattle, WA 98101",,,,,01/03/19
147399,Apple Airpods Headphones,1,150,01-03-2019,,21:20:00,"529 13th St, Seattle, WA 98101",,,,,01/03/19
149541,Lightning Charging Cable,1,14.95,01-03-2019,,21:20:00,"940 Pine St, Portland, ME 04101",,,,,01/03/19
148665,AA Batteries (4-pack),1,3.84,01-03-2019,,21:38:00,"337 West St, San Francisco, CA 94016",,,,,01/03/19
146575,20in Monitor,1,109.99,01-03-2019,,21:49:00,"473 Lincoln St, Los Angeles, CA 90001",,,,,01/03/19
146596,ThinkPad Laptop,1,999.99,01-03-2019,,21:50:00,"342 Lake St, San Francisco, CA 94016",,,,,01/03/19
141681,AA Batteries (4-pack),1,3.84,01-03-2019,,21:53:00,"396 South St, Boston, MA 02215",,,,,01/03/19
141248,Flatscreen TV,1,300,01-03-2019,,21:54:00,"528 Center St, Los Angeles, CA 90001",,,,,01/03/19
147661,Apple Airpods Headphones,1,150,01-03-2019,,21:54:00,"354 Hill St, Los Angeles, CA 90001",,,,,01/03/19
150492,Wired Headphones,1,11.99,01-03-2019,,21:54:00,"608 South St, Los Angeles, CA 90001",,,,,01/03/19
141410,27in FHD Monitor,1,149.99,01-03-2019,,22:02:00,"295 Hickory St, Los Angeles, CA 90001",,,,,01/03/19
145671,AAA Batteries (4-pack),1,2.99,01-03-2019,,22:04:00,"389 South St, Dallas, TX 75001",,,,,01/03/19
142351,Bose SoundSport Headphones,1,99.99,01-03-2019,,22:16:00,"791 2nd St, New York City, NY 10001",,,,,01/03/19
145296,34in Ultrawide Monitor,1,379.99,01-03-2019,,22:17:00,"608 8th St, Atlanta, GA 30301",,,,,01/03/19
150436,AAA Batteries (4-pack),1,2.99,01-03-2019,,22:18:00,"427 Chestnut St, New York City, NY 10001",,,,,01/03/19
147478,AAA Batteries (4-pack),1,2.99,01-03-2019,,22:20:00,"600 Center St, Boston, MA 02215",,,,,01/03/19
147478,27in FHD Monitor,1,149.99,01-03-2019,,22:20:00,"184 Madison St, San Francisco, CA 94016",,,,,01/03/19
148082,Flatscreen TV,1,300,01-03-2019,,22:24:00,"306 14th St, Portland, OR 97035",,,,,01/03/19
147795,Wired Headphones,1,11.99,01-03-2019,,22:34:00,"841 Walnut St, Dallas, TX 75001",,,,,01/03/19
148177,Wired Headphones,1,11.99,01-03-2019,,22:38:00,"653 Lincoln St, Portland, ME 04101",,,,,01/03/19
145580,Apple Airpods Headphones,1,150,01-03-2019,,22:41:00,"183 Elm St, New York City, NY 10001",,,,,01/03/19
146273,AA Batteries (4-pack),2,3.84,01-03-2019,,22:49:00,"551 13th St, Portland, ME 04101",,,,,01/03/19
147979,Bose SoundSport Headphones,1,99.99,01-03-2019,,22:50:00,"277 Highland St, San Francisco, CA 94016",,,,,01/03/19
143976,Bose SoundSport Headphones,1,99.99,01-03-2019,,22:53:00,"104 Cedar St, New York City, NY 10001",,,,,01/03/19
143701,27in FHD Monitor,1,149.99,01-03-2019,,22:54:00,"625 Elm St, Boston, MA 02215",,,,,01/03/19
150127,USB-C Charging Cable,1,11.95,01-03-2019,,22:56:00,"625 Elm St, Boston, MA 02215",,,,,01/03/19
142404,Lightning Charging Cable,1,14.95,01-03-2019,,23:01:00,"198 Lakeview St, San Francisco, CA 94016",,,,,01/03/19
144973,Wired Headphones,2,11.99,01-03-2019,,23:19:00,"838 Johnson St, San Francisco, CA 94016",,,,,01/03/19
145884,Wired Headphones,1,11.99,01-03-2019,,23:19:00,"547 2nd St, Austin, TX 73301",,,,,01/03/19
149477,Wired Headphones,1,11.99,01-03-2019,,23:21:00,"568 5th St, San Francisco, CA 94016",,,,,01/03/19
143859,Apple Airpods Headphones,1,150,01-03-2019,,23:25:00,"305 Jefferson St, Boston, MA 02215",,,,,01/03/19
147802,AA Batteries (4-pack),1,3.84,01-03-2019,,23:27:00,"818 West St, Seattle, WA 98101",,,,,01/03/19
146678,USB-C Charging Cable,2,11.95,01-03-2019,,23:55:00,"37 7th St, Atlanta, GA 30301",,,,,01/03/19
147161,27in 4K Gaming Monitor,1,389.99,01-03-2019,,23:55:00,"649 Spruce St, Atlanta, GA 30301",,,,,01/03/19
146552,Apple Airpods Headphones,1,150,01-04-2019,,00:05:00,"37 South St, Atlanta, GA 30301",,,,,01/04/19
149029,Bose SoundSport Headphones,1,99.99,01-04-2019,,00:29:00,"331 7th St, Portland, OR 97035",,,,,01/04/19
147588,Macbook Pro Laptop,1,1700,01-04-2019,,00:30:00,"253 14th St, San Francisco, CA 94016",,,,,01/04/19
143908,Lightning Charging Cable,1,14.95,01-04-2019,,00:41:00,"291 Lincoln St, San Francisco, CA 94016",,,,,01/04/19
146848,USB-C Charging Cable,1,11.95,01-04-2019,,00:42:00,"841 7th St, Boston, MA 02215",,,,,01/04/19
146847,Lightning Charging Cable,1,14.95,01-04-2019,,00:55:00,"41 7th St, San Francisco, CA 94016",,,,,01/04/19
149178,AA Batteries (4-pack),1,3.84,01-04-2019,,00:57:00,"678 9th St, New York City, NY 10001",,,,,01/04/19
146580,Macbook Pro Laptop,1,1700,01-04-2019,,01:10:00,"752 2nd St, Austin, TX 73301",,,,,01/04/19
143675,Flatscreen TV,1,300,01-04-2019,,01:32:00,"752 2nd St, Austin, TX 73301",,,,,01/04/19
147815,27in 4K Gaming Monitor,1,389.99,01-04-2019,,01:32:00,"752 2nd St, Austin, TX 73301",,,,,01/04/19
145100,USB-C Charging Cable,1,11.95,01-04-2019,,01:52:00,"685 10th St, Atlanta, GA 30301",,,,,01/04/19
145907,ThinkPad Laptop,1,999.99,01-04-2019,,02:10:00,"640 11th St, Portland, OR 97035",,,,,01/04/19
148181,Macbook Pro Laptop,1,1700,01-04-2019,,02:11:00,"250 12th St, Boston, MA 02215",,,,,01/04/19
145384,Lightning Charging Cable,1,14.95,01-04-2019,,02:16:00,"664 Maple St, Boston, MA 02215",,,,,01/04/19
150195,Apple Airpods Headphones,1,150,01-04-2019,,02:42:00,"164 5th St, Boston, MA 02215",,,,,01/04/19
144206,USB-C Charging Cable,1,11.95,01-04-2019,,02:43:00,"734 River St, New York City, NY 10001",,,,,01/04/19
142120,27in 4K Gaming Monitor,1,389.99,01-04-2019,,04:20:00,"358 Hill St, San Francisco, CA 94016",,,,,01/04/19
143758,Lightning Charging Cable,1,14.95,01-04-2019,,04:28:00,"944 Ridge St, Seattle, WA 98101",,,,,01/04/19
142144,Vareebadd Phone,1,400,01-04-2019,,04:31:00,"789 13th St, Los Angeles, CA 90001",,,,,01/04/19
142144,USB-C Charging Cable,1,11.95,01-04-2019,,04:31:00,"531 West St, Boston, MA 02215",,,,,01/04/19
150338,Flatscreen TV,1,300,01-04-2019,,05:19:00,"846 11th St, San Francisco, CA 94016",,,,,01/04/19
142743,Flatscreen TV,1,300,01-04-2019,,05:20:00,"293 Hill St, Austin, TX 73301",,,,,01/04/19
149353,USB-C Charging Cable,1,11.95,01-04-2019,,05:31:00,"799 Hickory St, Atlanta, GA 30301",,,,,01/04/19
145255,Lightning Charging Cable,1,14.95,01-04-2019,,06:13:00,"804 Willow St, Seattle, WA 98101",,,,,01/04/19
143624,USB-C Charging Cable,1,11.95,01-04-2019,,06:17:00,"706 Elm St, San Francisco, CA 94016",,,,,01/04/19
143773,Lightning Charging Cable,1,14.95,01-04-2019,,06:20:00,"399 Lincoln St, New York City, NY 10001",,,,,01/04/19
142010,iPhone,1,700,01-04-2019,,06:28:00,"399 Lincoln St, New York City, NY 10001",,,,,01/04/19
142010,Lightning Charging Cable,1,14.95,01-04-2019,,06:28:00,"899 6th St, San Francisco, CA 94016",,,,,01/04/19
147806,USB-C Charging Cable,1,11.95,01-04-2019,,06:28:00,"899 6th St, San Francisco, CA 94016",,,,,01/04/19
144361,Bose SoundSport Headphones,1,99.99,01-04-2019,,06:40:00,"628 North St, New York City, NY 10001",,,,,01/04/19
